date,user_submitted_review,title,total_purchased,customer_type
8/21/19,NA,R vs Python: An Essay,NA,Business
6/4/19,Awesome!,Fundamentals of R For Beginners,2,Individual
2/6/19,OK,Fundamentals of R For Beginners,NA,Business
2/2/19,Would not recommend,Top 10 Mistakes R Beginners Make,4,Business
9/12/19,Would not recommend,Secrets Of R For Advanced Students,5,Individual
10/9/19,Hated it,Fundamentals of R For Beginners,2,Individual
5/24/19,Hated it,R For Dummies,NA,Business
2/20/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
8/9/19,Would not recommend,R For Dummies,8,Business
4/25/19,Hated it,Secrets Of R For Advanced Students,5,Individual
2/17/19,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
3/12/19,Awesome!,Fundamentals of R For Beginners,4,Business
9/3/19,Never read a better book,Secrets Of R For Advanced Students,6,Individual
4/26/19,NA,Fundamentals of R For Beginners,2,Business
2/24/19,Would not recommend,R For Dummies,10,Business
12/21/19,Never read a better book,Fundamentals of R For Beginners,2,Business
8/30/19,Hated it,Fundamentals of R For Beginners,5,Business
7/9/19,Awesome!,R vs Python: An Essay,1,Individual
6/1/19,OK,Fundamentals of R For Beginners,2,Business
10/8/19,it was okay,Fundamentals of R For Beginners,3,Individual
2/26/19,Awesome!,R For Dummies,3,Business
12/6/19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
2/15/19,Awesome!,Top 10 Mistakes R Beginners Make,5,Business
4/12/19,A lot of material was not needed,R For Dummies,5,Business
7/16/19,The author's other books were better,Secrets Of R For Advanced Students,4,Individual
12/20/19,The author's other books were better,R For Dummies,3,Business
2/7/19,,Secrets Of R For Advanced Students,2,Individual
9/30/19,Never read a better book,R vs Python: An Essay,4,Individual
7/13/19,Would not recommend,R For Dummies,6,Business
8/14/19,NA,Top 10 Mistakes R Beginners Make,4,Business
8/22/19,The author's other books were better,R For Dummies,NA,Business
9/7/19,it was okay,R vs Python: An Essay,NA,Business
3/17/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
3/21/19,Awesome!,R For Dummies,3,Individual
6/21/19,it was okay,R vs Python: An Essay,8,Individual
12/30/19,Never read a better book,Fundamentals of R For Beginners,6,Business
10/1/19,Hated it,R For Dummies,3,Business
11/18/19,NA,Fundamentals of R For Beginners,7,Business
2/17/19,A lot of material was not needed,R vs Python: An Essay,2,Individual
11/15/19,OK,Fundamentals of R For Beginners,1,Business
3/18/19,The author's other books were better,R vs Python: An Essay,7,Business
2/9/19,Never read a better book,R vs Python: An Essay,NA,Business
2/12/19,Would not recommend,Fundamentals of R For Beginners,5,Business
6/24/19,I learned a lot,R vs Python: An Essay,6,Individual
2/22/19,OK,R For Dummies,1,Business
9/11/19,I learned a lot,Fundamentals of R For Beginners,6,Business
12/22/19,Awesome!,R vs Python: An Essay,1,Business
8/24/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
10/20/19,NA,Fundamentals of R For Beginners,3,Business
7/2/19,Would not recommend,Secrets Of R For Advanced Students,2,Individual
12/13/19,Would not recommend,R For Dummies,2,Business
12/3/19,Hated it,R vs Python: An Essay,5,Individual
6/11/19,A lot of material was not needed,Secrets Of R For Advanced Students,5,Business
9/7/19,Would not recommend,R For Dummies,6,Business
8/16/19,Hated it,R For Dummies,3,Business
11/15/19,Awesome!,R For Dummies,2,Business
5/26/19,Would not recommend,R For Dummies,5,Business
5/17/19,it was okay,Secrets Of R For Advanced Students,NA,Individual
7/24/19,it was okay,R vs Python: An Essay,2,Business
12/30/19,it was okay,R For Dummies,3,Business
8/16/19,I learned a lot,Fundamentals of R For Beginners,3,Business
12/24/19,I learned a lot,R For Dummies,4,Business
10/25/19,NA,Fundamentals of R For Beginners,5,Business
12/15/19,NA,R vs Python: An Essay,5,Business
9/1/19,Awesome!,Secrets Of R For Advanced Students,2,Business
10/25/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
4/27/19,OK,Secrets Of R For Advanced Students,3,Business
8/22/19,OK,R For Dummies,3,Business
2/6/19,Would not recommend,Secrets Of R For Advanced Students,5,Business
4/25/19,I learned a lot,R For Dummies,3,Business
7/6/19,Awesome!,Fundamentals of R For Beginners,3,Individual
3/30/19,NA,Fundamentals of R For Beginners,5,Individual
10/20/19,,R For Dummies,4,Individual
6/2/19,Hated it,Fundamentals of R For Beginners,6,Business
2/12/19,Never read a better book,R For Dummies,2,Business
9/9/19,The author's other books were better,R vs Python: An Essay,2,Business
1/2/19,A lot of material was not needed,R For Dummies,6,Business
5/15/19,,R For Dummies,3,Business
4/28/19,,Fundamentals of R For Beginners,6,Business
7/28/19,OK,R For Dummies,0,Individual
6/5/19,NA,Fundamentals of R For Beginners,9,Business
5/9/19,Hated it,Top 10 Mistakes R Beginners Make,6,Business
4/26/19,The author's other books were better,R vs Python: An Essay,6,Business
5/3/19,Would not recommend,Secrets Of R For Advanced Students,NA,Individual
7/6/19,it was okay,Fundamentals of R For Beginners,4,Business
6/27/19,OK,R For Dummies,7,Individual
9/11/19,it was okay,R For Dummies,5,Business
3/2/19,it was okay,Fundamentals of R For Beginners,1,Individual
1/24/19,Awesome!,R For Dummies,5,Business
10/3/19,NA,Fundamentals of R For Beginners,4,Individual
11/28/19,it was okay,R For Dummies,6,Business
9/7/19,Hated it,Secrets Of R For Advanced Students,8,Business
6/24/19,Would not recommend,R For Dummies,5,Individual
11/2/19,Would not recommend,R For Dummies,5,Business
4/28/19,NA,R vs Python: An Essay,3,Individual
12/8/19,Hated it,R For Dummies,4,Business
12/17/19,NA,Fundamentals of R For Beginners,NA,Individual
6/21/19,Hated it,Fundamentals of R For Beginners,2,Business
7/14/19,NA,Fundamentals of R For Beginners,1,Business
8/29/19,Awesome!,R For Dummies,2,Business
6/28/19,it was okay,Fundamentals of R For Beginners,2,Business
5/4/19,OK,Fundamentals of R For Beginners,5,Business
12/27/19,NA,R For Dummies,2,Individual
9/5/19,Hated it,Fundamentals of R For Beginners,3,Business
1/27/19,Awesome!,R vs Python: An Essay,3,Business
3/6/19,,Top 10 Mistakes R Beginners Make,3,Individual
12/16/19,Awesome!,Fundamentals of R For Beginners,4,Business
9/15/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
12/31/19,The author's other books were better,R For Dummies,NA,Individual
4/28/19,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
10/22/19,NA,R For Dummies,3,Business
3/13/19,OK,R For Dummies,7,Business
5/17/19,Would not recommend,Fundamentals of R For Beginners,6,Individual
12/11/19,Hated it,R For Dummies,2,Individual
7/14/19,,Secrets Of R For Advanced Students,3,Individual
1/20/19,OK,R For Dummies,6,Individual
10/20/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
1/19/19,The author's other books were better,Fundamentals of R For Beginners,3,Business
7/21/19,Hated it,R For Dummies,NA,Business
12/18/19,I learned a lot,Fundamentals of R For Beginners,6,Business
3/5/19,I learned a lot,Fundamentals of R For Beginners,7,Individual
3/25/19,NA,Fundamentals of R For Beginners,9,Individual
2/14/19,Never read a better book,R For Dummies,NA,Business
1/19/19,,Fundamentals of R For Beginners,3,Business
7/4/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
10/17/19,Hated it,Fundamentals of R For Beginners,5,Business
12/29/19,Hated it,R vs Python: An Essay,3,Individual
12/22/19,,R vs Python: An Essay,NA,Business
10/22/19,,R For Dummies,6,Business
12/2/19,Would not recommend,Fundamentals of R For Beginners,3,Individual
4/13/19,Hated it,Fundamentals of R For Beginners,3,Individual
5/27/19,I learned a lot,R vs Python: An Essay,NA,Individual
12/21/19,Hated it,R For Dummies,0,Individual
11/30/19,,R For Dummies,NA,Business
6/6/19,it was okay,Secrets Of R For Advanced Students,1,Business
5/19/19,NA,R vs Python: An Essay,4,Business
8/30/19,NA,Fundamentals of R For Beginners,5,Individual
10/17/19,it was okay,R vs Python: An Essay,5,Individual
3/17/19,I learned a lot,Fundamentals of R For Beginners,4,Business
8/17/19,The author's other books were better,Secrets Of R For Advanced Students,7,Business
12/10/19,it was okay,Fundamentals of R For Beginners,2,Individual
2/15/19,OK,Secrets Of R For Advanced Students,5,Business
4/7/19,NA,Fundamentals of R For Beginners,3,Business
10/22/19,Never read a better book,R For Dummies,4,Business
11/16/19,The author's other books were better,R vs Python: An Essay,3,Individual
2/24/19,A lot of material was not needed,Secrets Of R For Advanced Students,5,Business
6/2/19,Awesome!,R For Dummies,5,Business
12/11/19,Awesome!,R For Dummies,NA,Individual
1/8/19,Would not recommend,Secrets Of R For Advanced Students,NA,Individual
6/20/19,OK,R For Dummies,5,Business
1/30/19,Hated it,Fundamentals of R For Beginners,2,Business
11/23/19,,R vs Python: An Essay,NA,Individual
12/25/19,A lot of material was not needed,R vs Python: An Essay,3,Business
2/2/19,Hated it,Fundamentals of R For Beginners,3,Individual
7/26/19,it was okay,R Made Easy,3,Business
2/18/19,Never read a better book,R vs Python: An Essay,8,Individual
6/23/19,Never read a better book,R For Dummies,7,Business
3/15/19,Would not recommend,R For Dummies,4,Individual
6/20/19,OK,Secrets Of R For Advanced Students,2,Business
5/17/19,OK,Fundamentals of R For Beginners,2,Business
1/12/19,The author's other books were better,Top 10 Mistakes R Beginners Make,2,Individual
10/20/19,I learned a lot,Fundamentals of R For Beginners,3,Business
2/21/19,OK,Secrets Of R For Advanced Students,6,Business
12/29/19,Hated it,Secrets Of R For Advanced Students,5,Individual
3/5/19,OK,R For Dummies,2,Business
1/16/19,it was okay,R For Dummies,7,Business
3/22/19,The author's other books were better,R For Dummies,4,Business
2/21/19,,Fundamentals of R For Beginners,6,Business
9/1/19,NA,Fundamentals of R For Beginners,NA,Individual
12/18/19,Awesome!,Fundamentals of R For Beginners,7,Business
11/1/19,it was okay,R For Dummies,2,Business
9/3/19,Awesome!,Fundamentals of R For Beginners,NA,Business
7/5/19,NA,Secrets Of R For Advanced Students,NA,Business
12/4/19,OK,R For Dummies,7,Business
9/2/19,Never read a better book,Secrets Of R For Advanced Students,9,Business
2/14/19,Awesome!,Fundamentals of R For Beginners,3,Business
3/26/19,Awesome!,R For Dummies,7,Individual
2/18/19,Never read a better book,R vs Python: An Essay,NA,Business
5/6/19,Awesome!,Fundamentals of R For Beginners,NA,Business
2/6/19,OK,Fundamentals of R For Beginners,2,Business
10/14/19,A lot of material was not needed,R vs Python: An Essay,8,Business
5/26/19,Would not recommend,R vs Python: An Essay,NA,Business
12/29/19,Awesome!,Fundamentals of R For Beginners,6,Business
8/19/19,I learned a lot,R For Dummies,3,Business
12/15/19,Would not recommend,R For Dummies,5,Business
1/2/19,Would not recommend,R For Dummies,4,Individual
12/17/19,OK,R For Dummies,2,Business
11/20/19,I learned a lot,Secrets Of R For Advanced Students,6,Individual
7/8/19,Never read a better book,Secrets Of R For Advanced Students,4,Business
5/9/19,The author's other books were better,R For Dummies,3,Individual
6/7/19,it was okay,Fundamentals of R For Beginners,6,Individual
6/7/19,Hated it,R vs Python: An Essay,5,Business
6/24/19,it was okay,R For Dummies,5,Individual
12/1/19,Awesome!,Fundamentals of R For Beginners,3,Business
11/14/19,The author's other books were better,Fundamentals of R For Beginners,5,Business
2/28/19,OK,R vs Python: An Essay,3,Individual
1/18/19,Hated it,Secrets Of R For Advanced Students,NA,Business
3/19/19,NA,Fundamentals of R For Beginners,5,Business
3/1/19,The author's other books were better,R For Dummies,2,Individual
3/31/19,Would not recommend,R For Dummies,3,Business
4/27/19,The author's other books were better,R For Dummies,7,Individual
11/12/19,The author's other books were better,R For Dummies,3,Business
11/12/19,I learned a lot,R For Dummies,6,Individual
2/20/19,Awesome!,Secrets Of R For Advanced Students,5,Business
4/17/19,Hated it,Fundamentals of R For Beginners,2,Business
8/4/19,,Fundamentals of R For Beginners,3,Business
11/11/19,it was okay,R vs Python: An Essay,4,Business
9/27/19,,Top 10 Mistakes R Beginners Make,3,Business
8/12/19,The author's other books were better,R For Dummies,2,Individual
4/30/19,OK,Fundamentals of R For Beginners,2,Business
5/26/19,NA,Fundamentals of R For Beginners,7,Business
4/13/19,I learned a lot,R For Dummies,5,Business
8/20/19,it was okay,R For Dummies,7,Business
6/24/19,Would not recommend,Fundamentals of R For Beginners,3,Business
11/11/19,Would not recommend,Fundamentals of R For Beginners,NA,Individual
6/15/19,OK,R vs Python: An Essay,4,Individual
7/22/19,I learned a lot,Fundamentals of R For Beginners,7,Business
6/23/19,The author's other books were better,R For Dummies,4,Business
11/7/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
10/15/19,A lot of material was not needed,R For Dummies,3,Business
6/4/19,NA,Fundamentals of R For Beginners,2,Business
2/19/19,NA,Secrets Of R For Advanced Students,3,Individual
8/18/19,OK,R For Dummies,1,Business
5/10/19,,R For Dummies,7,Business
1/25/19,,Fundamentals of R For Beginners,3,Business
12/28/19,Hated it,R For Dummies,2,Business
5/8/19,NA,R vs Python: An Essay,6,Business
5/3/19,Never read a better book,Fundamentals of R For Beginners,5,Individual
1/19/19,Would not recommend,Secrets Of R For Advanced Students,NA,Business
5/10/19,Would not recommend,R For Dummies,5,Business
12/2/19,OK,R For Dummies,0,Business
5/5/19,The author's other books were better,R vs Python: An Essay,6,Individual
8/29/19,Never read a better book,Fundamentals of R For Beginners,3,Business
8/18/19,Awesome!,R For Dummies,3,Business
2/17/19,Would not recommend,Secrets Of R For Advanced Students,5,Business
1/12/19,I learned a lot,Fundamentals of R For Beginners,3,Business
1/6/19,OK,Fundamentals of R For Beginners,9,Individual
2/17/19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
12/4/19,,R For Dummies,3,Individual
10/24/19,Would not recommend,Fundamentals of R For Beginners,1,Business
7/15/19,NA,R For Dummies,5,Individual
8/8/19,it was okay,Fundamentals of R For Beginners,5,Individual
1/29/19,Would not recommend,Fundamentals of R For Beginners,8,Individual
7/30/19,,Fundamentals of R For Beginners,NA,Business
11/25/19,The author's other books were better,R For Dummies,3,Business
11/24/19,NA,Secrets Of R For Advanced Students,4,Business
3/4/19,it was okay,R vs Python: An Essay,5,Business
4/12/19,Awesome!,Fundamentals of R For Beginners,2,Business
2/4/19,Hated it,Secrets Of R For Advanced Students,9,Individual
10/18/19,Hated it,R vs Python: An Essay,4,Business
2/12/19,,R For Dummies,5,Business
11/8/19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
3/27/19,it was okay,Fundamentals of R For Beginners,1,Individual
6/11/19,,Secrets Of R For Advanced Students,5,Business
12/12/19,it was okay,R vs Python: An Essay,3,Business
6/22/19,it was okay,Fundamentals of R For Beginners,3,Individual
7/18/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
9/13/19,Would not recommend,Secrets Of R For Advanced Students,3,Business
5/8/19,The author's other books were better,Fundamentals of R For Beginners,7,Business
10/25/19,,Fundamentals of R For Beginners,9,Business
2/18/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
1/30/19,Awesome!,R For Dummies,2,Business
11/28/19,A lot of material was not needed,R For Dummies,1,Business
8/31/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
3/3/19,Awesome!,Fundamentals of R For Beginners,NA,Individual
2/15/19,Would not recommend,R For Dummies,NA,Individual
12/11/19,A lot of material was not needed,R vs Python: An Essay,4,Individual
